urn|textgroup|groupname_eng|has_mads|mads_possible|notes|urn_status|created_by|edited_by
urn:cite:perseus:cattg.1245.1|urn:cts:latinLit:phi0644|Ena, Sextilius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1246.1|urn:cts:latinLit:phi0646|Sisenna, L. Cornelius ca. 118-67 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1247.1|urn:cts:latinLit:phi0650|Sueius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1248.1|urn:cts:latinLit:phi0652|Sulla, Lucius Cornelius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1249.1|urn:cts:latinLit:phi0656|Sulpicius Rufus, Servius, d. 43 B.C|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1250.1|urn:cts:latinLit:phi0660|Pseudo-Tibullus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1251.1|urn:cts:latinLit:phi0661|Ticidas|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1252.1|urn:cts:latinLit:phi0662|Tiro, M. Tullius ca. 104-4 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1253.1|urn:cts:latinLit:phi0670|Aelius Tubero, Q. b. ca. 76 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1254.1|urn:cts:latinLit:phi0674|Valerius, L fl. 53 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1255.1|urn:cts:latinLit:phi0676|Valerius Antias, Quintus 1st cent. B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1256.1|urn:cts:latinLit:phi0678|Valerius Soranus, Q. (Quintus) ca. 140 B.C.-82 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1257.1|urn:cts:latinLit:phi0680|Valgius Rufus, C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1258.1|urn:cts:latinLit:phi0682|Varius Rufus, Lucius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1259.1|urn:cts:latinLit:phi0684|Varro, Marcus Terentius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1260.1|urn:cts:latinLit:phi0686|Varro Atacinus, P. Terentius 82. B.C.-35 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1261.1|urn:cts:latinLit:phi0690|P. Vergilius Maro|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1262.1|urn:cts:latinLit:phi0692|Appendix Vergilana|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1263.1|urn:cts:latinLit:phi0694|Volumnius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1264.1|urn:cts:latinLit:phi0703|Arbonius Silo|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1265.1|urn:cts:latinLit:phi0706|Anonymous|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1266.1|urn:cts:latinLit:phi0709|Marsus, Domitius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1267.1|urn:cts:latinLit:phi0724|Cloatius Verus, 1st cent. B.C./1st cent. A.D|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1268.1|urn:cts:latinLit:phi0727|Cornificius Longus, fl. 44 B.C|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1269.1|urn:cts:latinLit:phi0800|Albinovanus Pedo|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1270.1|urn:cts:latinLit:phi0803|Asconius Pedianus, Quintus 9 B.C.-76 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1271.1|urn:cts:latinLit:phi0806|Capito, C. Ateius, d. 22 A.D|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1272.1|urn:cts:latinLit:phi0809|Aufidius Bassus fl. 1st cent. A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1273.1|urn:cts:latinLit:phi0812|Caesius Bassius 1st cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1274.1|urn:cts:latinLit:phi0815|Bruttedius Niger ca. 6 B.C.-31 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1275.1|urn:cts:latinLit:phi0821|Anonymi Epici et Lyrici|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1276.1|urn:cts:latinLit:phi0830|Calpurnius Siculus, Titus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1277.1|urn:cts:latinLit:phi0836|Celsus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1278.1|urn:cts:latinLit:phi0842|Clodius Licinus, C 1st cent. B.C./1st cent. A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1279.1|urn:cts:latinLit:phi0845|Columella, Lucius Junius Moderatus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1280.1|urn:cts:latinLit:phi0851|Severus, Cornelius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1281.1|urn:cts:latinLit:phi0854|Cornificius Gallus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1282.1|urn:cts:latinLit:phi0860|Curtius Rufus, Quintus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1283.1|urn:cts:latinLit:phi0863|Dorcatius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1284.1|urn:cts:latinLit:phi0866|Fenestella 1st cent. B.C./1st cent. A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1285.1|urn:cts:latinLit:phi0869|Verrius Flaccus, Marcus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1286.1|urn:cts:latinLit:phi0875|Lentulus Gaetulicus, Cn. Cornelius (Cneius Cornelius), d. 39|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1287.1|urn:cts:latinLit:phi0878|Gallus, C. Asinius (Caius Asinius), 41 B.C.-33 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1288.1|urn:cts:latinLit:phi0881|Germanicus Caesar 15 B.C.-19 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1289.1|urn:cts:latinLit:phi0884||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1290.1|urn:cts:latinLit:phi0887|Grattius, Faliscus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1291.1|urn:cts:latinLit:phi0890|Homerus Latinus|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1292.1|urn:cts:latinLit:phi0893|Q. Horatius Flaccus (Horace)|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1293.1|urn:cts:latinLit:phi0899|Hyginus, C. Julius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1294.1|urn:cts:latinLit:phi0905|Labeo, Marcus Antistius, ca. 48 B.C.-ca. 22|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1295.1|urn:cts:latinLit:phi0908|Labeo, Attius, 1st cent. A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1296.1|urn:cts:latinLit:phi0911|Anonymous|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1297.1|urn:cts:latinLit:phi0914|Livy|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1298.1|urn:cts:latinLit:phi0917|M. Annaeus Lucanus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1299.1|urn:cts:latinLit:phi0920|Lucilius Iunior fl. 4-64|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1300.1|urn:cts:latinLit:phi0923|Macer, Aemilius d. 16 B.C|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1301.1|urn:cts:latinLit:phi0926|Manilius, Marcus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1302.1|urn:cts:latinLit:phi0929|Mela, Pomponius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1303.1|urn:cts:latinLit:phi0932|Messalla Corvinus, M. Valerius 64 B.C.-ca. 8 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1304.1|urn:cts:latinLit:phi0938|Julius Montanus, d. 27|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1305.1|urn:cts:latinLit:phi0944|Nero, Emperor of Rome, 37-68|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1306.1|urn:cts:latinLit:phi0959|P. Ovidius Naso|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1307.1|urn:cts:latinLit:phi0969|Persius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1308.1|urn:cts:latinLit:phi0972|Petronius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1309.1|urn:cts:latinLit:phi0975|Phaedrus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1310.1|urn:cts:latinLit:phi0978|Pliny the Elder|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1311.1|urn:cts:latinLit:phi0981|Pollio, Gaius Asinius, 76 B.C.-4 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1312.1|urn:cts:latinLit:phi0984|Justinus, Marcus Junianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1313.1|urn:cts:latinLit:phi0987||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1314.1|urn:cts:latinLit:phi0990|Anonymous|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1315.1|urn:cts:latinLit:phi0993|Anonymous|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1316.1|urn:cts:latinLit:phi1000|Pupius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1317.1|urn:cts:latinLit:phi1002|[Quintilian]|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1318.1|urn:cts:latinLit:phi1005|Rabirius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1319.1|urn:cts:latinLit:phi1011|Scribonius Largus ca. 1-ca. 50|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1320.1|urn:cts:latinLit:phi1014|Seneca the Elder|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1321.1|urn:cts:latinLit:phi1017|Seneca|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1322.1|urn:cts:latinLit:phi1020|Statius, P. Papinius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1323.1|urn:cts:latinLit:phi1023|Sulpicia|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1324.1|urn:cts:latinLit:phi1029|Turnus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1325.1|urn:cts:latinLit:phi1032|Vagellius 1. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1326.1|urn:cts:latinLit:phi1035|C. Valerius Flaccus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1327.1|urn:cts:latinLit:phi1038|Valerius Maximus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1328.1|urn:cts:latinLit:phi1044|Velleius Paterculus ca. 19 B.C.-ca. 30 A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1329.1|urn:cts:latinLit:phi1050|Verginius Rufus, L. (Lucius) 14-97|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1330.1|urn:cts:latinLit:phi1056|Vitruvius Pollio|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1331.1|urn:cts:latinLit:phi1100|Calpurnius Flaccus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1332.1|urn:cts:latinLit:phi1103|Priapea|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1333.1|urn:cts:latinLit:phi1203|Alfius Avitus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1334.1|urn:cts:latinLit:phi1206|Ampelius, Lucius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1335.1|urn:cts:latinLit:phi1209|Annianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1336.1|urn:cts:latinLit:phi1212|Apuleius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1337.1|urn:cts:latinLit:phi1218|Augurinus, Sentius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1338.1|urn:cts:latinLit:phi1221|Caesar Augustus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1339.1|urn:cts:latinLit:phi1224|Marcus Aurelius Emperor of Rome 121-180|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1340.1|urn:cts:latinLit:phi1235|Sulpicius Apollinaris, Gaius 2. Jh. n. Chr.|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1341.1|urn:cts:latinLit:phi1236|Festus, Sextus Pompeius 2nd cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1342.1|urn:cts:latinLit:phi1242|Florus, Lucius Annaeus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1343.1|urn:cts:latinLit:phi1245|Frontinus, Sextus Julius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1344.1|urn:cts:latinLit:phi1248|Fronto, Marcus Cornelius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1345.1|urn:cts:latinLit:phi1251|Gaius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1346.1|urn:cts:latinLit:phi1254|Aulus Gellius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1347.1|urn:cts:latinLit:phi1257|Granius Licinianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1348.1|urn:cts:latinLit:phi1260|Hadrian Emperor of Rome 76-138|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1349.1|urn:cts:latinLit:phi1263|Hyginus, C. Julius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1350.1|urn:cts:latinLit:phi1266|Pseudo-Hyginus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1351.1|urn:cts:latinLit:phi1276|Juvenal|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1352.1|urn:cts:latinLit:phi1282|Lentulus 1st cent. B.C./1st cent. A.D|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1353.1|urn:cts:latinLit:phi1291|Marianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1354.1|urn:cts:latinLit:phi1294|Martial|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1355.1|urn:cts:latinLit:phi1297|Marullus fl. 160|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1356.1|urn:cts:latinLit:phi1318|Pliny, the Younger|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1357.1|urn:cts:latinLit:phi1336||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1358.1|urn:cts:latinLit:phi1339|Septimius Serenus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1359.1|urn:cts:latinLit:phi1342|Siculus Flaccus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1360.1|urn:cts:latinLit:phi1345|Silius Italicus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1361.1|urn:cts:latinLit:phi1348|Suetonius ca. 69-ca. 122|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1362.1|urn:cts:latinLit:phi1351|C. Suetonius Tranquillus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1363.1|urn:cts:latinLit:phi1357|Trajan Emperor of Rome 53-117|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1364.1|urn:cts:latinLit:phi1512|Pomponius Porphyrio 3rd cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1365.1|urn:cts:latinLit:phi1515|Serenus Sammonicus, Quintus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1366.1|urn:cts:latinLit:phi1518|Terentianus Maurus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1367.1|urn:cts:latinLit:phi1604|Atherianus, Julius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1368.1|urn:cts:latinLit:phi1672||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1369.1|urn:cts:latinLit:phi1908|Gallus Antipater fl. 268-306|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1370.1|urn:cts:latinLit:phi2000|Ablabius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1371.1|urn:cts:latinLit:phi2002|Albinus |true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1372.1|urn:cts:latinLit:phi2003|Apicius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1373.1|urn:cts:latinLit:phi2028|Calcidius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1374.1|urn:cts:latinLit:phi2097|Paconianus, Sex. (Sextus), d. 35|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1375.1|urn:cts:latinLit:phi2123|Porfyrius, P. Optianus fl. 325|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1376.1|urn:cts:latinLit:phi2300|Aemilius Sura|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1377.1|urn:cts:latinLit:phi2301|Symmachus, Q. Aurelius Memmius, d. 525|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1378.1|urn:cts:latinLit:phi2302|Symmachus, L. Aurelius Avianius d. ca. 376|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1379.1|urn:cts:latinLit:phi2331|Scriptores Historiae Augustae|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1380.1|urn:cts:latinLit:phi2349|Servius 4th cent|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1381.1|urn:cts:latinLit:phi2434|Hilary, Saint, Archbishop of Arles, 401-449|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1382.1|urn:cts:latinLit:phi2456|Parthenius Constantinopolitanus 5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1383.1|urn:cts:latinLit:phi2806|Justinian I Emperor of the East 483?-565|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1384.1|urn:cts:latinLit:phi3211|Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1385.1|urn:cts:latinLit:phi9221|Paulus, Quaestor|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1386.1|urn:cts:latinLit:phi9254|Titius|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1387.1|urn:cts:latinLit:phi9500|Anonymi Epici Et Lyrici|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1388.1|urn:cts:latinLit:phi9505|Anonymi Comici et Tragici|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1389.1|urn:cts:latinLit:stoa0004|Acholius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1390.1|urn:cts:latinLit:stoa0004a|Pseudo-Acro|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1391.1|urn:cts:latinLit:stoa0005|Actorius Naso, Marcus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1392.1|urn:cts:latinLit:stoa0010a|Anonymi Epici et Lyrici|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1393.1|urn:cts:latinLit:stoa0010b|Aelius Maurus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1394.1|urn:cts:latinLit:stoa0011a|Aenigmata Merovingicae aetatis|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1395.1|urn:cts:latinLit:stoa0012a|Agennius Urbicus 4./5. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1396.1|urn:cts:latinLit:stoa0013a|Agrippa, Marcus Vispanius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1397.1|urn:cts:latinLit:stoa0013b|Agrippina Minor 15-59|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1398.1|urn:cts:latinLit:stoa0015|Alanus, de Insulis, d. 1202|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1399.1|urn:cts:latinLit:stoa0019a|Alcimus Alethius, Latinus um 355 n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1400.1|urn:cts:latinLit:stoa002|Abelard, Peter, 1079-1142|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1401.1|urn:cts:latinLit:stoa0020|Alcuin 735-804|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1402.1|urn:cts:latinLit:stoa0020b||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1403.1|urn:cts:latinLit:stoa0021|Petrus Alfonsi 1062-1110|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1404.1|urn:cts:latinLit:stoa0023|Ausonius, Decimus Magnus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1405.1|urn:cts:latinLit:stoa0024a|Amphilochius Saint, Bishop of Iconium fl. 373-394|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1406.1|urn:cts:latinLit:stoa0024b|Anaritius d. ca. 922|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1407.1|urn:cts:latinLit:stoa0027b|Vomanius |true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1408.1|urn:cts:latinLit:stoa0028a|Anonymous|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1409.1|urn:cts:latinLit:stoa0028b|Anthimus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1410.1|urn:cts:latinLit:stoa0028c|Antonius Iulianus 2. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1411.1|urn:cts:latinLit:stoa0028d|Antonius monk, disciple of Simeon Stylites fl. 470|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1412.1|urn:cts:latinLit:stoa0029a|Appius Claudius, Pulcher, 1. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1413.1|urn:cts:latinLit:stoa0030b|Aquila Romanus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1414.1|urn:cts:latinLit:stoa0030c|Aquillius Niger|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1415.1|urn:cts:latinLit:stoa0033a|Pseudo-Aristotle|false|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1416.1|urn:cts:latinLit:stoa0037a|Asterius, Turcius Rufius Apronianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1417.1|urn:cts:latinLit:stoa0038|Athanasius Saint, Patriarch of Alexandria d. 373|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1418.1|urn:cts:latinLit:stoa0039a|Atticus, Titus Pomponius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1419.1|urn:cts:latinLit:stoa0040|Augustine Saint, Bishop of Hippo|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1420.1|urn:cts:latinLit:stoa0041b|Aurelianus Festivus ca. 3. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1421.1|urn:cts:latinLit:stoa0042a|Aurelius Romulus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1422.1|urn:cts:latinLit:stoa0043|Victor, Sextus Aurelius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1423.1|urn:cts:latinLit:stoa0044||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1424.1|urn:cts:latinLit:stoa0045|Ausonius, Decimus Magnus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1425.1|urn:cts:latinLit:stoa0046|Avianus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1426.1|urn:cts:latinLit:stoa0047|Avienus, Rufius Festus|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1427.1|urn:cts:latinLit:stoa0047a|Avitus, Saint, Bishop of Vienne|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1428.1|urn:cts:latinLit:stoa0047b||true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1429.1|urn:cts:latinLit:stoa0048b|Bacon, Roger, 1214-1294|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1430.1|urn:cts:latinLit:stoa0048c|Baebius Macer, Marcus 1./2. Jh|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1431.1|urn:cts:latinLit:stoa0048d|Balbillus Astrologus 1. Jh. n. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1432.1|urn:cts:latinLit:stoa0049a|Balbus, Lucius Cornelius|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1433.1|urn:cts:latinLit:stoa0049b|Ampius Balbus, Titus 1. Jh. v. Chr|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1434.1|urn:cts:latinLit:stoa0049c|Balde, Jakob, 1604-1668|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1435.1|urn:cts:latinLit:stoa0050a|Baptista, Mantuanus, 1448-1516|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1436.1|urn:cts:latinLit:stoa0054|Bede the Venerable, Saint 673-735|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1437.1|urn:cts:latinLit:stoa0054b|Bembo, Pietro, 1470-1547|true|true||published|feed_aggregator|feed_aggregator
urn:cite:perseus:cattg.1438.1|urn:cts:latinLit:stoa0056a|Bernard, of Clairvaux, Saint, 1090 or 91-1153|true|true||published|feed_aggregator|feed_aggregator
