urn|work|title_eng|notes|urn_status|created_by|edited_by
urn:cite:perseus:catwk.2180.1|urn:cts:greekLit:tlg2200.tlg005x20|Μετὰ τὰ ἐν Χαιρωνείᾳ Φίλιππος ἐξῄτησε τὸν Δημοσθένην. ὁ δῆμος ᾔτησε πέντε ἡμέρας εἰς  διάσκεψιν….(Declamation 20)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2181.1|urn:cts:greekLit:tlg2200.tlg005x36|Νόμος τὸν θορύβου καὶ στάσεως αἴτιον ἀποθνήσκειν…. (Declamation 36)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2182.1|urn:cts:greekLit:tlg2200.tlg005x29|Παράσιτος τοῦ τρέφοντος αὐτὸν φιλοσοφήσαντος ἑαυτὸν προσαγγέλλει (Declamation 29)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2183.1|urn:cts:greekLit:tlg2200.tlg005x10|Ἐκ τοῦ ἐναντίου ὁ Θεμιστοκλῆς (Declamation 10)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2184.1|urn:cts:greekLit:tlg2200.tlg005x38|Φήμη ἦν συνεῖναι τὸν πλούσιον τῇ τοῦ πένητος γυναικί. ἔθηκεν ὁ πένης νόμον κελεύοντα τοὺς μοιχοὺς ἀκρίτους ἀποκτιννύναι...(Declamation 38)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2185.1|urn:cts:greekLit:tlg2200.tlg006x01|Fabulae (Progymnasma 1)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2186.1|urn:cts:greekLit:tlg2200.tlg008|Characteres epistolici [Sp.]||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2187.1|urn:cts:greekLit:tlg2200.tlg004x59|ΒΑΣΙΛΙΚΟΣ ΕΙΣ ΚΩΝΣΤΑΝΤΙΟΝ ΚΑΙ ΚΩΝΣΤΑΝΤΑ (Oration 59)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2188.1|urn:cts:greekLit:tlg2200.tlg004x44|ΕΙΣ ΕΥΣΤΑΘΙΟΝ ΤΟΝ ΚΑΡΑ (Oration 44)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2189.1|urn:cts:greekLit:tlg2200.tlg004x49|ΠΡΟΣ ΤΟΝ ΒΑΣΙΛΕΑ ΥΠΕΡ ΤΩΝ ΒΟΥΛΩΝ (Oration 49)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2190.1|urn:cts:greekLit:tlg2200.tlg004x43|ΠΕΡΙ ΤΩΝ ΣΥΝΘΗΚΩΝ (Oration 43)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2191.1|urn:cts:greekLit:tlg2200.tlg004x42|ΥΠΕΡ ΘΑΛΑΣΣΙΟΥ (Oration 42)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2192.1|urn:cts:greekLit:tlg2200.tlg005x46|Ἔχων τις γυναῖκα καὶ ὢν ὑπὸ πατρὶ ἀπεδήμησεν…... (Declamation 46)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2193.1|urn:cts:greekLit:tlg2200.tlg004x08|ΠΕΡΙ ΠΕΝΙΑΣ (Oration 8)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2194.1|urn:cts:greekLit:tlg2200.tlg004x07|ΟΤΙ ΤΟ ΠΛΟΥΤΕΙΝ ΑΔΙΚΩΣ ΤΟΥ ΠΕΝΕΣΘΑΙ ΑΘΛΙΩΤΕΡΟΝ (oration 7)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2195.1|urn:cts:greekLit:tlg2200.tlg006x11|Ethopoeiae (Progymnasma 11)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2196.1|urn:cts:greekLit:tlg2200.tlg005x05|ΠΡΟΣ ΤΟΝ ΟΔΥΣΣΕΩΣ ΕΝ ΛΙΤΑΙΣ ΠΡΕΣΒΕΥΤΙΚΟΝ ΑΝΤΙΛΟΓΙΑ ΑΧΙΛΛΕΩ (Declamation 5)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2197.1|urn:cts:greekLit:tlg2200.tlg005x47|Ἔχων τις δύο παῖδας πρὸς τὸν ἕτερον ἐχθρωδῶς διέκειτο. (Declamation 47)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2198.1|urn:cts:greekLit:tlg2200.tlg004x53|ΠΕΡΙ ΤΩΝ ΕΝ ΤΑΙΣ ΕΟΡΤΑΙΣ ΚΛΗΣΕΩΝ (Oration 53)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2199.1|urn:cts:greekLit:tlg2200.tlg005x12|Τίμων ἐρῶν Ἀλκιβιάδου ἑαυτὸν προσαγγέλλε (Declamation 12)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2200.1|urn:cts:greekLit:tlg2200.tlg004x36|ΠΕΡΙ ΤΩΝ ΦΑΡΜΑΚΩΝ (Oration 36)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2201.1|urn:cts:greekLit:tlg2200.tlg004x28|ΚΑΤΑ ΙΚΑΡΙΟΥ Β (oration 28)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2202.1|urn:cts:greekLit:tlg2200.tlg004x39|ΑΝΤΙΟΧΩΙ ΠΑΡΑΜΥΘΗΤΙΚΟΣ (oration 39)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2203.1|urn:cts:greekLit:tlg2200.tlg006x07|Loci Communes (Progymnasma 7)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2204.1|urn:cts:greekLit:tlg2200.tlg004x15|ΠΡΕΣΒΕΥΤΙΚΟΣ ΠΡΟΣ ΙΟΥΛΙΑΝΟΝ (Oration 15)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2205.1|urn:cts:greekLit:tlg2200.tlg004x22|ΕΙΣ ΕΛΛΕΒΙΧΟΝ (Oration 22)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2206.1|urn:cts:greekLit:tlg2200.tlg004x46|ΚΑΤΑ ΦΛΩΡΕΝΤΙΟΥ (Oration 46)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2207.1|urn:cts:greekLit:tlg2200.tlg005x17|Οὐκ ἀντεῖπε τῷ Φιλίππῳ γινομένῳ ἀμφικτύονι ὁ Αἰσχίνης μόνος πεμφθεὶς πυλαγόρας καὶ ἐπ…. (Declamation 17)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2208.1|urn:cts:greekLit:tlg2200.tlg004x18|ΕΠΙΤΑΦΙΟΣ ΕΠΙ ΙΟΥΛΙΑΝΩΙ (oration 18)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2209.1|urn:cts:greekLit:tlg2200.tlg007|Argumenta Orationum Demosthenicarum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2210.1|urn:cts:greekLit:tlg2200.tlg004x23|ΚΑΤΑ ΤΩΝ ΠΕΦΕΥΓΟΤΩΝ (Oration 23)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2211.1|urn:cts:greekLit:tlg2200.tlg006x13|Theses (Progymnasma 13)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2212.1|urn:cts:greekLit:tlg2200.tlg005x34|Φιλαργύρου παῖς τοῦ πατρὸς αὐτῷ κάμνοντος ηὔξατο τῷ Ἀσκληπιῷ τάλαντον δώσειν, εἰ ὁ πατὴρ τὴν νόσον διαφύγοι…. (Declamation 34)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2213.1|urn:cts:greekLit:tlg2200.tlg004x21|ΕΙΣ ΚΑΙΣΑΡΙΟΝ ΜΑΓΙΣΤΡΟΝ (oration 21)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2214.1|urn:cts:greekLit:tlg2200.tlg004x02|ΠΡΟΣ ΤΟΥΣ ΒΑΡΥΝ ΑΥΤΟΝ ΚΑΛΕΣΑΝΤΑΣ (Oration 2)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2215.1|urn:cts:greekLit:tlg2200.tlg004x30|ΠΡΟΣ ΘΕΟΔΟΣΙΟΝ ΤΟΝ ΒΑΣΙΛΕΑ ΥΠΕΡ ΤΩΝ ΙΕΡΩΝ (Oration 30)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2216.1|urn:cts:greekLit:tlg2200.tlg006x10|Comparationes (Progymnasma 10)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2217.1|urn:cts:greekLit:tlg2200.tlg004x60|ΜΟΝΩΙΔΙΑ ΕΙΣ ΤΟΝ ΕΝ ΤΗΙ ΔΑΦΝΗΙ ΝΕΩΝ ΤΟΥ ΑΠΟΛΛΩΝΟΣ (Oration 60)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2218.1|urn:cts:greekLit:tlg2200.tlg006x02|Narrationes(Progymnasma 2)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2219.1|urn:cts:greekLit:tlg2200.tlg004x03|ΠΡΟΣ ΤΟΥΣ ΝΕΟΥΣ ΠΕΡΙ ΤΟΥ ΛΟΓΟΥ (Oration 3)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2220.1|urn:cts:greekLit:tlg2200.tlg006x04|Sententiae(Progymnasma 4)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2221.1|urn:cts:greekLit:tlg2200.tlg004x17|ΜΟΝΩΙΔΙΑ ΕΠΙ ΙΟΥΛΙΑΝΩΙ (Oration 17)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2222.1|urn:cts:greekLit:tlg2200.tlg004x61|ΜΟΝΩΙΔΙΑ ΕΠΙ ΝΙΚΟΜΗΔΕΙΑΙ (Oration 61)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2223.1|urn:cts:greekLit:tlg2200.tlg004x14|ΠΡΟΣ ΙΟΥΛΙΑΝΟΝ ΥΠΕΡ ΑΡΙΣΤΟΦΑΝΟΥΣ (Oration 14)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2224.1|urn:cts:greekLit:tlg2200.tlg005x50|Ἐγράψατό τις τὸν ἑαυτοῦ παῖδα βουλεύσεως. Ὁ παῖς ἀκρίτως ἀποθανεῖν ἀξιοῖ κατὰ τὸν περὶ τῶν ἀκρίτων νόμον (Declamation 50)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2225.1|urn:cts:greekLit:tlg2200.tlg006x09|Vituperationes (Progymnasma 9)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2226.1|urn:cts:greekLit:tlg2200.tlg004x62|ΠΡΟΣ ΤΟΥΣ ΕΙΣ ΤΗΝ ΠΑΙΔΕΙΑΝ ΑΥΤΟΝ ΑΠΟΣΚΩΨΑΝΤΑΣ (Oration 62)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2227.1|urn:cts:greekLit:tlg2200.tlg004x45|ΠΡΟΣ ΤΟΝ ΒΑΣΙΛΕΑ ΠΕΡΙ ΤΩΝ ΔΕΣΜΩΤΩΝ (Oration 45)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2228.1|urn:cts:greekLit:tlg2200.tlg004x26|ΠΡΟΣ ΙΚΑΡΙΟΝ (Oration 26)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2229.1|urn:cts:greekLit:tlg2200.tlg004x16|ΠΡΟΣ ΑΝΤΙΟΧΕΑΣ ΠΕΡΙ ΤΗΣ ΤΟΥ ΒΑΣΙΛΕΩΣ ΟΡΓΗΣ (Oration 16)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2230.1|urn:cts:greekLit:tlg2200.tlg005x39|Φήμη ἦν συνεῖναι τὸν πατέρα τῇ τοῦ παιδὸς γυναικί. νόμον ἔθηκεν ὁ πατὴρ ἐξεῖναι τοὺς παῖδας ἀκρίτους ἀποκτιννύναι (Declamation 39)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2231.1|urn:cts:greekLit:tlg2200.tlg004x19|ΠΡΟΣ ΘΕΟΔΟΣΙΟΝ ΤΟΝ ΒΑΣΙΛΕΑ ΠΕΡΙ ΤΗΣ ΣΤΑΣΕΩΣ (Oration 19)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2232.1|urn:cts:greekLit:tlg2200.tlg004x57|ΚΑΤΑ ΣΕΥΗΡΟΥ (Oration 57)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2233.1|urn:cts:greekLit:tlg2200.tlg004x51|ΠΡΟΣ ΤΟΝ ΒΑΣΙΛΕΑ ΚΑΤΑ ΤΩΝ ΠΡΟΣΕΔΡΕΥΟΝΤΩΝ ΤΟΙΣ ΑΡΧΟΥΣΙΝ (Oration 51)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2234.1|urn:cts:greekLit:tlg2200.tlg005x42|Τύραννος ᾔτησεν ἐξ ἀστυγείτονος πόλεως μειράκιον ὡραῖον ἀπειλῶν πόλεμον, εἰ μὴ λάβοι…..(Declamation 42)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2235.1|urn:cts:greekLit:tlg2200.tlg005x31|Νόμος τὸν εὑρόντα θησαυρὸν χιλίας τῇ πόλει διδόναι. φιλάργυρος εὑρὼν θησαυρόν…...(Declamation 31)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2236.1|urn:cts:greekLit:tlg2200.tlg004x01|ΒΙΟΣ Η ΠΕΡΙ ΤΗΣ ΕΑΥΤΟΥ ΤΥΧΗΣ (Oration 1)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2237.1|urn:cts:greekLit:tlg2200.tlg004x24|ΠΕΡΙ ΤΗΣ ΤΙΜΩΡΙΑΣ ΙΟΥΛΙΑΝΟΥ (Oration 24)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2238.1|urn:cts:greekLit:tlg2200.tlg005x40|Νόμος τὸν ἄνδρα τὴν προῖκα τῆς μοιχευθείσης ἀποκερδαίνειν….. (Declamation 40)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2239.1|urn:cts:greekLit:tlg2200.tlg005x49|Διέσωσέ τις ἐμπρησμοῦ γενομένου τὸν ἑαυτοῦ πατέρα…..(Declamation 49)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2240.1|urn:cts:greekLit:tlg2200.tlg004x09|ΕΙΣ ΤΑΣ ΚΑΛΑΝΔΑΣ (Oration 9)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2241.1|urn:cts:greekLit:tlg2200.tlg005x07|Ἀλκίππη θυγάτηρ Ἄρεος ἦν, ἐτύγχανε δὲ Ποσειδῶνος υἱὸς Ἁλιρρόθιος ἐρῶν αὐτῆς, ὃ μαθὼν Ἄρης τοῦτον ἀπέκτεινε. ... (Declamation 7)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2242.1|urn:cts:greekLit:tlg2200.tlg004x12|ΕΙΣ ΙΟΥΛΙΑΝΟΝ ΑΥΤΟΚΡΑΤΟΡΑ ΥΠΑΤΟΝ (Oration 12)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2243.1|urn:cts:greekLit:tlg2200.tlg005x45|Τὰς πλείους ψήφους κρατεῖν νόμος ἐκέλευεν….. (Declamation 45)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2244.1|urn:cts:greekLit:tlg2200.tlg004x20|ΠΡΟΣ ΘΕΟΔΟΣΙΟΝ ΤΟΝ ΒΑΣΙΛΕΑ ΕΠΙ ΤΑΙΣ ΔΙΑΛΛΑΓΑΙΣ (Oration 20)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2245.1|urn:cts:greekLit:tlg2200.tlg004x54|ΠΡΟΣ ΕΥΣΤΑΘΙΟΝ ΠΕΡΙ ΤΩΝ ΤΙΜΩΝ (oration 54)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2246.1|urn:cts:greekLit:tlg2200.tlg004x10|ΠΕΡΙ ΤΟΥ ΠΛΕΘΡΟΥ (oration 10)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2247.1|urn:cts:greekLit:tlg2200.tlg005x33|Φιλαργύρου παῖς ἀριστεύσας ᾔτησεν εἰς τὴν δωρεὰν θαλλοῦ στέφανον καὶ ἀποκηρύσσεται (Declamation 33)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2248.1|urn:cts:greekLit:tlg2200.tlg006x03|Chriae(Progymnasma 3)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2249.1|urn:cts:greekLit:tlg2200.tlg004x41|ΠΡΟΣ ΤΙΜΟΚΡΑΤΗΝ (Oration 41)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2250.1|urn:cts:greekLit:tlg2200.tlg005x48|Δύο τις ἔχων παῖδας τὸν ἕτερον ἀπεκήρυξεν. Ὁ ἐπὶ τῆς οἰκίας ἀριστεύσας ᾔτησεν εἰς τὸ γέρας τὸν ἀδελφὸν ἀναληφθῆναι. ... (Declamation 48)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2251.1|urn:cts:greekLit:tlg2200.tlg004x63|ΥΠΕΡ ΟΛΥΜΠΙΟΥ (oration 63)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2252.1|urn:cts:greekLit:tlg2200.tlg005x43|Νόμος ἦν μετὰ τοῦ τυράννου καὶ τοὺς παῖδας ἀποσφάττεσθαι, ἕτερος νόμος τὸν τυρρανοκτόνον ὅ τι βούλοιτο αἰτεῖν (Declamation 43)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2253.1|urn:cts:greekLit:tlg2200.tlg004x06|ΠΕΡΙ ΑΠΛΗΣΤΙΑΣ (Oration 6)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2254.1|urn:cts:greekLit:tlg2200.tlg004x35|ΠΡΟΣ ΤΟΥΣ ΟΥ ΛΕΓΟΝΤΑΣ (Oratio 35)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2255.1|urn:cts:greekLit:tlg2200.tlg004x50|ΥΠΕΡ ΤΩΝ ΓΕΩΡΓΩΝ ΠΕΡΙ ΤΩΝ ΑΓΓΑΡΕΙΩΝ (Oration 50)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2256.1|urn:cts:greekLit:tlg2200.tlg005|Declamationes||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2257.1|urn:cts:greekLit:tlg2200.tlg006x14|Defensio Legis (Progymnasma 14)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2258.1|urn:cts:greekLit:tlg2200.tlg005x35|Πλούσιος ἐν λιμῷ θρέψειν ὑπισχνεῖτο τὴν πόλιν, εἰ ἐκδιδοίη τὸν ἐχθρὸν αὐτῷ. ἡ μὲν οὐκ ἔδωκεν…. (Declamation 35)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2259.1|urn:cts:greekLit:tlg2200.tlg011|Epigrammata||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2260.1|urn:cts:greekLit:tlg2200.tlg004x56|ΚΑΤΑ ΛΟΥΚΙΑΝΟΥ (Oration 56)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2261.1|urn:cts:greekLit:tlg2200.tlg005x16|Εἰς τὸ ἐναντίον Ἀριστοφῶν (Declamation 16)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2262.1|urn:cts:greekLit:tlg2200.tlg005x44|Νόμος τὸν ἐπὶ τῆς ἐκκλησίας ὀφθέντα ξένον ἀποθνήσκειν ὑπὸ τοῦστρατηγοῦ…. (Declamation 44)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2263.1|urn:cts:greekLit:tlg2200.tlg004x29|ΥΠΕΡ ΕΑΥΤΟΥ ΔΙΑ ΤΗΝ ΠΡΟΣ ΑΝΤΙΟΧΟΝ ΣΥΝΗΓΟΡΙΑΝ (Oration 29)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2264.1|urn:cts:greekLit:tlg2200.tlg004x48|ΠΡΟΣ ΤΗΝ ΒΟΥΛΗΝ (Oration 48)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2265.1|urn:cts:greekLit:tlg2200.tlg001|Epistulae (partial, 1-839)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2266.1|urn:cts:greekLit:tlg2200.tlg004x04|ΠΕΡΙ ΤΟΥ ΜΗ ΛΗΡΕΙΝ (oration 4)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2267.1|urn:cts:greekLit:tlg2200.tlg006x08|Laudationes/Encomia (Progymnasma 8)||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2268.1|urn:cts:greekLit:tlg2219.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2269.1|urn:cts:greekLit:tlg2233.tlg001|Physiognomonia ex Arabico in Latinum Conversa||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2270.1|urn:cts:greekLit:tlg2263.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2271.1|urn:cts:greekLit:tlg2265.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2272.1|urn:cts:greekLit:tlg2270.tlg001|Fragmenta  ||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2273.1|urn:cts:greekLit:tlg2273.tlg001|none,FHG iv p. 377.,FGrH 389, FHG 4:377||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2274.1|urn:cts:greekLit:tlg2274.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2275.1|urn:cts:greekLit:tlg2294.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2276.1|urn:cts:greekLit:tlg2299.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2277.1|urn:cts:greekLit:tlg2300.tlg004|Fragmenta,FHG iii p. 201,none||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2278.1|urn:cts:greekLit:tlg2306.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2279.1|urn:cts:greekLit:tlg2307.tlg002|Fragmenta, FHG iv p. 340.,FHG 4:341-||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2280.1|urn:cts:greekLit:tlg2322.tlg002|Fragmenta,FHG iv p. 305.,FHG 4: 305||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2281.1|urn:cts:greekLit:tlg2326.tlg004|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2282.1|urn:cts:greekLit:tlg2338.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2283.1|urn:cts:greekLit:tlg2339.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2284.1|urn:cts:greekLit:tlg2343.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2285.1|urn:cts:greekLit:tlg2354.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2286.1|urn:cts:greekLit:tlg2356.tlg001|Fragmenta,FHG iv p. 407.,FGrH #497||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2287.1|urn:cts:greekLit:tlg2357.tlg002|Fragmenta,FHG iv p. 410.,FHG 4: 410||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2288.1|urn:cts:greekLit:tlg2372.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2289.1|urn:cts:greekLit:tlg2384.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2290.1|urn:cts:greekLit:tlg2386.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2291.1|urn:cts:greekLit:tlg2387.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2292.1|urn:cts:greekLit:tlg2389.tlg001|Testimonium||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2293.1|urn:cts:greekLit:tlg2392.tlg003|Fragmenta, FHG iv p. 340.,FHG 4:341-342||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2294.1|urn:cts:greekLit:tlg2397.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2295.1|urn:cts:greekLit:tlg2398.tlg001|Fragmentum||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2296.1|urn:cts:greekLit:tlg2399.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2297.1|urn:cts:greekLit:tlg2403.tlg002|Fragmenta,Pers.Stoic.Fr.Hist.,FGrH 584 /FHG ii p. 623||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2298.1|urn:cts:greekLit:tlg2408.tlg001|Fragmenta,FGH iv p. 429.,FGH 4:430||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2299.1|urn:cts:greekLit:tlg2409.tlg004|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2300.1|urn:cts:greekLit:tlg2416.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2301.1|urn:cts:greekLit:tlg2417.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2302.1|urn:cts:greekLit:tlg2421.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2303.1|urn:cts:greekLit:tlg2424.tlg003|Fragmenta,FHG iii p. 495.,FHG 3:495-499||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2304.1|urn:cts:greekLit:tlg2432.tlg001|Marmor Parium||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2305.1|urn:cts:greekLit:tlg2445.tlg001|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2306.1|urn:cts:greekLit:tlg2466.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2307.1|urn:cts:greekLit:tlg2475.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2308.1|urn:cts:greekLit:tlg2479.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2309.1|urn:cts:greekLit:tlg2482.tlg003|Fragmenta||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2310.1|urn:cts:greekLit:tlg2493.tlg001|Fragmenta,FHG iv p. 377.,FGrH #730||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2311.1|urn:cts:greekLit:tlg2501.tlg001|Fragmentum,FHG iv, pg. 430,FGrH 743||published|feed_aggregator|feed_aggregator
urn:cite:perseus:catwk.2312.1|urn:cts:greekLit:tlg2504.tlg002|Fragmenta||published|feed_aggregator|feed_aggregator
