urn|authority_name|canonical_id|mads_file|alt_ids|related_works|urn_status|redirect_to|created_by|edited_by|
urn:cite:perseus:primauth.127.1|"Antisthenes ca. 445-ca. 360 B.C"|tlg0591|"PrimaryAuthors/A/Antisthenes/n86-119012.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.128.1|"Antistius Epigrammaticus 1. Jh. n. Chr"|tlg0119|"PrimaryAuthors/A/Antistius/antistius.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.129.1|"Antoninus Liberalis 2nd cent"|tlg0651|"PrimaryAuthors/A/Antoninus%20Liberalis%2C%202nd%20cent./no91011562.madsxml.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.130.1|"Antoninus Pius Emperor of Rome 86-161"|phi1248|"PrimaryAuthors/A/Antoninus%20Pius%2C%20Emperor%20of%20Rome/n79-148931.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.131.1|"Antonius Argivus 1. Jh. n. Chr"|tlg0120|"PrimaryAuthors/A/Antonius%20of%20Argos/AntoniusArgivus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.132.1|"Antonius Diogenes"|tlg1148|"PrimaryAuthors/A/Antonius%20Diogenes/no93-21477.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.133.1|"Antonius Iulianus 2. Jh. n. Chr"|stoa0028c|"PrimaryAuthors/A/Antonius%20Julianus/AntoniusJulianus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.134.1|"Antonius monk, disciple of Simeon Stylites fl. 470"|stoa0028d|"PrimaryAuthors/A/Antonius%20the%20Monk/n92-17627.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.135.1|"Antonius monk, disciple of Simeon Stylites fl. 470"||"PrimaryAuthors/A/Antonius/n92-17627.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.136.1|"Anubion Poeta Astrologus 1. Jh. n. Chr"|tlg1126|"PrimaryAuthors/A/Anubion/Anubion.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.137.1|"Anyte of Tegea"|tlg0121|"PrimaryAuthors/A/Anyte/n80-144991.xml.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.138.1|"Aphareus Tragicus 4. Jh. v. Chr"|tlg1150|"PrimaryAuthors/A/Aphareus/aphareus.mads.xml"|""|""|published||feed_aggregator|
urn:cite:perseus:primauth.139.1|"Apicius"|phi2003|"PrimaryAuthors/A/Apicius/n84-238685.xml.mads.xml"|"stoa0029"|""|published||feed_aggregator|
urn:cite:perseus:primauth.140.1|"Apion ca. 25 B.C.-ca. 45 A.D"|tlg1152|"PrimaryAuthors/A/Apion/nr99000135.madsxml.xml"|""|""|published||feed_aggregator|
